REITIR;Reitir Fasteignafélag;realestate;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2016-06-10;83,009;83,999;83,999;84,693;83,603;83,801;83,832;2353223,8460016395;197274900;8;
2016-06-09;83,801;84,792;84,247;84,247;84,247;84,247;84,247;504767,0197343714;42525000;1;
2016-06-08;83,702;84,693;85,287;85,287;84,296;84,296;84,379;1938305,3557799861;163631200;8;
2016-06-07;84,395;85,485;84,395;84,395;84,395;84,395;84,395;12189,113992545601;1028704,8;2;
2016-06-06;84,395;85,584;82,315;85,188;82,216;84,395;83,56;4012919,0071030813;335320394,3;21;
2016-06-03;82,711;83,801;82,81;83,207;82,216;83,207;83,115;1753003,3637674194;145700433,2;6;
2016-06-02;83,108;83,999;83,504;83,504;83,009;83,009;83,50;1017483,1104955197;84959841,2;2;
2016-06-01;83,009;83,702;83,454;83,454;83,009;83,009;83,42;924478,7775754223;77119682,4;4;
2016-05-31;83,009;83,801;83,355;83,355;82,91;83,108;83,343;365010,15591243706;30421189,5;4;
2016-05-30;83,306;83,801;83,306;83,306;83,306;83,306;83,306;18777,333134118616;1564260;2;
2016-05-27;83,306;83,603;83,207;83,306;83,207;83,306;83,256;15845,646283501388;1319251,4;3;
2016-05-26;83,306;83,603;83,603;83,603;83,603;83,603;83,603;34485,682788252256;2883104;1;
2016-05-25;83,306;83,90;81,82;83,504;81,82;83,207;83,06;8917139,465108484;709185910,2;16;
2016-05-24;82,018;82,91;81,869;82,315;81,869;82,315;81,903;6501399,214178704;532485500;7;
2016-05-23;81,523;82,612;82,117;82,612;81,622;81,622;82,039;2782577,6634536562;228279524,3;13;
2016-05-20;82,91;83,90;83,90;84,098;83,108;83,108;83,459;2406416,1945412475;200776106,6;12;
2016-05-19;84,197;85,188;85,98;85,98;84,99;84,99;85,024;1463824,357229677;124460000;5;
2016-05-18;85,287;86,178;85,485;85,98;84,593;85,98;85,555;2712735,0700010904;231670696,4;10;
2016-05-17;85,485;86,178;85,98;85,98;85,98;85,98;85,98;856021,2648250074;73600537,9;4;
2016-05-13;85,98;87,07;86,624;86,624;85,98;86,079;86,442;1517101,5066286004;131140770,6;7;
2016-05-12;86,079;87,07;86,525;86,971;85,98;86,971;86,672;1124489,6805430485;97461762,4;7;
2016-05-11;86,178;87,07;86,079;87,169;86,079;87,169;86,483;30789,778669757186;2662778;3;
2016-05-10;86,178;87,07;86,178;86,178;86,178;86,178;86,178;7949,071026776881;685038;1;
2016-05-09;85,881;86,971;86,773;86,773;85,98;85,98;86,551;70035,41445410457;6061663,2;3;
2016-05-06;85,881;86,971;85,683;86,773;85,683;86,773;86,766;355355,98189299745;30833000;2;
2016-05-04;85,683;86,773;85,782;86,178;85,683;85,782;85,802;4039497,009760175;346595149,4;9;
2016-05-03;84,891;85,881;84,197;85,683;83,999;85,683;85,197;1486742,7989936964;126665294,6;11;
2016-05-02;83,90;84,197;85,386;85,386;84,197;84,197;85,055;2425506,4832276013;206258800;12;
2016-04-29;85,683;86,773;86,674;86,674;85,683;85,683;86,606;5300518,092869055;455723790;10;
2016-04-28;;87,862;86,872;87,367;86,872;86,872;87,019;4191458,130585247;364231712;9;
2016-04-27;86,872;87,961;86,971;87,961;86,872;86,872;86,986;747872,9117788394;65054230,6;3;
2016-04-26;86,971;87,961;87,466;87,466;86,971;86,971;87,414;303633,5149148559;26541739,3;2;
2016-04-25;87,07;87,862;86,971;87,07;86,971;87,07;86,984;43540,193588247406;3787986;5;
2016-04-22;87,07;87,862;87,07;87,07;87,07;87,07;87,07;5047,670197343714;439500;1;
2016-04-20;86,674;87,862;87,961;87,961;86,674;87,664;87,224;2717465,746510041;237772959,5;9;
2016-04-19;86,674;87,664;86,674;87,318;86,674;87,318;87,289;217804,94994730232;19011887;3;
2016-04-18;86,773;87,664;86,773;87,466;86,773;87,466;87,398;408472,6153796454;35699564;7;
2016-04-15;86,971;87,466;86,971;87,07;86,971;87,02;87,035;2890596,7961427723;251636264,4;10;
2016-04-14;86,575;86,971;87,07;87,07;86,822;86,971;86,931;1648957,7570576525;143346063;4;
2016-04-13;86,178;87,07;86,674;86,971;85,98;86,624;86,682;6269393,148898195;543445007;17;
2016-04-12;85,782;86,971;85,782;86,971;85,782;85,782;86,476;1556421,8479318686;134592534,6;5;
2016-04-11;85,782;86,476;86,228;86,228;86,228;86,228;86,228;23219,282907781085;2002150;1;
2016-04-08;86,079;86,773;86,476;86,476;86,476;86,476;86,476;33314,62330246851;2880900;1;
2016-04-07;85,881;86,476;85,832;86,476;85,782;86,178;85,923;2995287,49510376;257493400;9;
2016-04-06;85,287;86,079;85,386;85,386;85,287;85,287;85,352;3466746,9582739393;297495409;8;
2016-04-05;85,089;86,178;87,07;87,07;84,296;86,178;85,617;4602574,715614261;394394782,2;21;
2016-04-04;85,881;87,07;84,99;86,277;84,99;86,178;86,027;3746727,0906440425;322420183,2;15;
2016-04-01;84,891;85,881;83,95;85,089;83,95;85,089;84,637;2986074,4874595683;252733227;7;
2016-03-31;83,405;84,395;84,197;84,395;84,197;84,395;84,314;15457,98521234539;1303322,6;3;
2016-03-30;83,405;83,90;83,306;83,90;83,306;83,652;83,742;3692110,2895747437;309185229;10;
2016-03-29;82,81;83,801;83,603;83,603;83,603;83,603;83,603;4296,576871978969;359206,4;1;
2016-03-23;82,81;83,702;83,256;83,256;83,256;83,256;83,256;1009534,0394687428;84050000;1;
2016-03-22;82,513;83,702;82,216;83,306;82,216;82,513;83,089;1075908,8834957336;89395858;7;
2016-03-21;82,216;83,207;82,216;82,711;82,216;82,711;82,559;58230,93293059655;4808339;4;
2016-03-18;82,216;83,207;83,009;83,207;82,711;83,207;83,038;731784,9773258655;60765979;5;
2016-03-17;82,117;83,009;83,207;83,207;83,207;83,207;83,207;32480,74818586733;2667774,6;2;
2016-03-16;83,702;84,494;84,197;84,593;84,197;84,197;84,205;574374,3917557412;48365430;4;
2016-03-15;83,603;84,593;;;;83,405;;7949,071026776881;671652,2;1;
2016-03-14;83,504;84,494;84,494;84,494;83,405;83,405;83,952;132272,1784533131;11104526,6;5;
2016-03-11;83,504;84,296;84,296;84,296;83,999;83,999;84,211;706673,82762812;59510000;3;
2016-03-10;83,603;84,395;84,296;84,395;84,296;84,395;84,356;100953,40394687428;8516000;2;
2016-03-09;83,603;84,296;83,603;84,148;83,603;84,148;84,046;603171,3502315871;50694290;5;
2016-03-08;83,603;84,494;83,999;83,999;83,999;83,999;83,999;1918114,6749906114;159212800;4;
2016-03-07;83,999;84,494;84,494;84,494;83,999;83,999;84,483;731128,7802002107;61768282,7;4;
2016-03-04;83,306;84,395;83,702;84,395;83,306;84,395;83,904;348491,15042461;29234618,6;8;
2016-03-03;83,801;84,296;83,801;83,801;83,801;83,801;83,801;3684799,2440609112;309510000;4;
2016-03-02;83,801;84,693;83,801;84,296;83,801;84,296;84,294;2027017,1499642625;170866140,4;2;
2016-03-01;83,504;84,693;84,197;84,693;83,504;84,693;84,197;370441,4490447789;31189910;4;
2016-02-29;83,504;84,494;83,504;84,693;83,504;83,95;83,931;231637,58535610305;19441561;4;
2016-02-26;83,702;84,693;83,90;84,296;83,504;83,702;84,06;5671055,447647584;476729293,2;15;
2016-02-25;82,711;83,801;82,711;83,801;82,711;83,801;83,661;302984,3845274775;25347857,5;8;
2016-02-24;82,711;83,207;83,256;83,256;83,256;83,256;83,256;1918114,6749906114;159695000;1;
2016-02-23;82,91;83,999;83,90;83,90;82,91;82,91;83,893;2259494,6676412034;189308872,7;10;
